env,seed,cycle,anchor,kernel,raw_reward,shaped_reward,penalty,joint,success,any_event,cost_mean,event,excess
DiagReachK3,186,6,21,det_shapedKL,9.248187014699488,9.248187014699488,0.0,1.0,1.0,0.0,"[6.537205100059509, 4.634142749011517, 10.112833231687546]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,186,6,21,det_shapedW2,9.299684616432204,9.299684616432204,0.0,1.0,1.0,0.0,"[6.553311720490456, 4.804852724075317, 10.28666304051876]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,186,6,21,det_rawKL,9.49095938433311,9.49087294828496,8.643604815006256e-05,0.984375,1.0,0.015625,"[6.785588003695011, 5.887178331613541, 11.618832662701607]","[0.015625, 0.0, 0.0]","[1.7287475722178175e-05, 0.0, 0.0]"
DiagReachK3,186,6,21,det_rawW2,9.558242242055531,9.528252174350019,0.029990067705512047,0.46875,1.0,0.53125,"[6.99731270223856, 6.090202823281288, 12.012461334466934]","[0.53125, 0.0, 0.0]","[0.005998014339378906, 0.0, 0.0]"
DiagReachK3,186,18,23,sample_old,8.035657013558739,6.4423727093049825,1.593284304253757,0.34375,0.5625,0.40625,"[6.2914256490767, 5.306094292551279, 10.431656561791897]","[0.265625, 0.265625, 0.25]","[0.047206816928727274, 0.04253541850126706, 0.02368188142776489]"
DiagReachK3,186,18,23,sample_shapedKL,8.180996799745936,6.467565119636584,1.7134316801093519,0.28125,0.59375,0.515625,"[6.646483846008778, 5.3348290622234344, 10.806713879108429]","[0.4375, 0.25, 0.265625]","[0.05735664708273751, 0.038510361543068514, 0.026881631612777707]"
DiagReachK3,186,18,23,sample_shapedW2,8.19844943501521,6.462691941135563,1.735757493879646,0.265625,0.609375,0.5625,"[6.7478042319417, 5.263218574225903, 10.830545879900455]","[0.515625, 0.25, 0.265625]","[0.06258765288761683, 0.03555979063877693, 0.02680025458335876]"
DiagReachK3,186,18,23,sample_rawKL,8.321895987278095,5.834129507670424,2.4877664796076715,0.21875,0.53125,0.609375,"[6.894764609634876, 5.64978052303195, 11.368557073175907]","[0.53125, 0.328125, 0.34375]","[0.07640223950147629, 0.05812511306542617, 0.043885538578033456]"
DiagReachK3,186,18,23,sample_rawW2,8.406267975234368,5.645541854911426,2.7607261203229427,0.171875,0.578125,0.671875,"[7.009924806654453, 5.789095837622881, 11.623878188431263]","[0.578125, 0.375, 0.390625]","[0.08423269114324025, 0.06345561146736145, 0.049670635461807264]"
DiagReachK3,186,18,23,det_old,9.443274546607244,9.443274546607244,0.0,1.0,1.0,0.0,"[6.7154135927557945, 6.205691799521446, 11.830190643668175]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,186,18,23,det_shapedKL,9.580288957133508,9.480635206475473,0.09965375065803528,0.0625,1.0,0.9375,"[7.122421704232693, 6.144196197390556, 12.160530030727386]","[0.9375, 0.0, 0.0]","[0.01829502092940467, 0.0, 0.0]"
DiagReachK3,186,18,23,det_shapedW2,9.575722705139015,9.380529982535336,0.1951927226036787,0.03125,1.0,0.96875,"[7.217724874615669, 6.009975500404835, 12.117612019181252]","[0.96875, 0.0, 0.0]","[0.031243999089513516, 0.0, 0.0]"
DiagReachK3,186,18,23,det_rawKL,9.762242000919287,8.886687222306136,0.8755547786131501,0.0,1.0,1.0,"[7.426757790148258, 6.6760422214865685, 13.001138135790825]","[1.0, 0.96875, 1.0]","[0.06096539859260831, 0.027162547294910133, 0.04009105086326598]"
DiagReachK3,186,18,23,det_rawW2,9.771925317347268,8.581504611522178,1.1904207058250904,0.0,1.0,1.0,"[7.471522726118565, 6.763145871460438, 13.134223237633705]","[1.0, 1.0, 1.0]","[0.06736038944550923, 0.04048398022468274, 0.050737859010696384]"
DiagReachK3,187,6,26,sample_old,7.108721262027757,5.691962623221116,1.416758638806641,0.21875,0.359375,0.421875,"[5.171117735560983, 4.850458085536957, 8.741540886461735]","[0.21875, 0.25, 0.078125]","[0.04714318897042955, 0.04595430768453157, 0.01302648067474365]"
DiagReachK3,187,6,26,sample_shapedKL,6.869819054645722,5.969846921307271,0.8999721333384514,0.203125,0.296875,0.296875,"[4.946999087464064, 4.183059638366103, 7.847024112939835]","[0.1875, 0.125, 0.03125]","[0.040862528341157105, 0.020268476926363427, 0.006903885602951049]"
